Loading	V1	V2
ABCC3	0.0169206680180414	0.00487875942881252
ABCC6	0.0161895811726475	0.00688259519066645
ABCC8	-0.0268596458732384	-0.00830310617036942
ABCC9	0.00557278750046746	-0.0007448726673658
ABCD1	0.00332750504852263	-0.00176068290967905
ABCD2	0.00854167825775247	0.00242680182975352
ABCD3	0.00177874193025291	0.000276537901695402
ABCD4	-0.00661909869423174	0.00357680229123085
ABCE1	-0.00248605492760941	0.00123211538614507
ABCF1	-0.00193172546828555	0.000643818783755188
ABCF2	0.000820179081345365	-0.000175261954273843
ABCF3	-0.00107711297103873	-0.00234884418162285
ABCG1	0.000844038316171344	0.00778966995564095
ABCG4	-0.00812000359902009	-0.00316231526496251
ABCG5	-0.0116042040709317	0.00181536190615584
ABCG8	-0.0087113821480666	0.00320412262250875
ABHD1	-0.00381227792201648	-0.0138128967056356
ABHD11	-0.00184014823905603	-0.00585496922850138
ABHD12	-0.000888904972666426	-0.00175308247007614
ABHD12B	-0.00108819630968276	0.0088661882038541
ABHD13	-0.00076144415250379	0.00172295933913587
ABHD15	0.00470702112193107	0.0016372299912801
ABHD16A	-8.20314980866639e-05	-0.00234803707955675
ABHD16B	-0.00261849735272476	-0.00234220439923007
ABHD17A	-0.00295396747249751	0.000243076131317475
ABHD17B	-0.00269370889079573	-0.00184634406491912
ABHD17C	0.00735632828054367	-0.00107423681609006
ABHD2	0.000886139097322962	-0.00208440099311723
ABHD4	0.00612241404417728	-0.00368539231734154
ABHD5	0.0034521578636021	0.00402086075547889
ABHD8	-0.00269169008276406	0.000609370619836367
ABI1	0.000571451124625569	0.00176969798261301
ABI2	-0.00728355617429557	0.000844241152892163
ABI3	0.00942435617942057	0.00622941277291781
ABI3BP	0.0161560371922673	0.00789947139407943
ABL2	-0.00359911987493542	0.00313216959700666
ABLIM1	0.00510704520090707	0.00498006645270346
ABLIM2	-0.0168392844760715	0.012671810734907
ABLIM3	0.00816729277424956	-0.00157020817077503
ABO	0.0159428520785396	0.00190971301288007
ABR	-0.000779930761059627	0.00251387094943326
ABRA	0.0028719617742648	-0.00938244664312294
ABRACL	-0.00141639963663893	0.00512219732421859
ABT1	-0.000826099961088134	0.00148055003570163
ABTB1	-0.0034251656171201	0.00287299218020238
ABTB2	-0.00562406643758434	-0.00426170524036256
ACAA2	-0.00320578153017929	0.00739269497903184
ACACA	0.00149064229370983	-0.00711669948473741
ACACB	0.00154128185227493	-0.00538955639512401
ACAD10	-0.00342674688455392	-0.000920876100634848
ACAD11	-0.01006658673526	0.00125014825734567
ACAD8	-0.00146073647615282	-0.00687051571510426
ACAD9	-0.00355595518949132	-0.000730722574615029
ACADM	-0.00271125630141017	0.00140144445596291
ACADS	0.00498069834895211	-0.000190279771575577
ACADSB	0.00596979015754461	-0.00810920856924023
ACADVL	0.000196291323113366	-0.00364010552104631
ACAN	-0.00850876136154092	0.00462702647247508
ACAP1	0.00415063044951691	0.00388654397097431
ACAP2	-0.00670862178780799	0.0036902999591778
ACAT1	0.00447121031421677	-0.000745509362706082
ACAT2	-0.00083782936465563	-0.00311718928860042
ACBD3	0.00156875423025553	0.000473792631176069
ACBD4	0.00284472732287782	-0.00530577251889317
ACBD5	0.000991183405141196	-0.000249827896220051
ACCS	-0.00151578642334155	-0.000798764368965972
ACCSL	-0.00146168435646332	0.000386626486637303
ACE	0.0095826616566816	0.00230755057459025
ACE2	0.0165897213358071	0.00290044276730684
ACER1	0.00914601662064096	-0.0256379135622956
ACER2	-0.00472459009832539	-0.00535800651058312
ACER3	0.00104420401080529	0.00101409474368803
ACIN1	-0.007148044293506	0.00197094220347863
ACKR2	0.00784203442634792	0.000520244406971326
ACKR3	0.000280130675986018	0.00438818390326429
ACKR4	0.00717663208800824	0.0141239867479699
ACLY	-0.00188999143046741	-0.00408209749337614
ACMSD	-0.00772959209923429	0.0078851674931939
ACO1	0.00643321096256777	-0.00238991085470105
ACO2	0.00379962219984101	-0.00425526928691277
ACOT1	0.00701674097976392	-0.00108088626225275
ACOT11	-0.00358224176553953	0.000408583208353565
ACOT12	-0.00936576620805974	-0.006256308909059
ACOT13	0.00183370570856536	-0.00202227910513191
ACOT2	0.00400855797850487	0.000252345747195986
ACOT4	0.00335017653686608	0.00555832605840538
ACOT6	-0.000451664474501516	-0.00263996173444209
ACOT7	-0.00363916318875387	0.00554462778930069
ACOT8	-0.00136554212585587	-0.00130877654911984
ACOT9	0.00552112624533317	0.000455197215088464
ACOX1	0.00342094814962971	-0.00382982526695374
ACOX3	0.00515647114116536	-0.00691106717549717
ACOXL	0.00853821652491396	0.00444032019754147
ACP2	0.00493890385521851	-0.00234966482863164
ACP5	0.0149221704194581	0.0123782391400533
ACP6	-0.00201660987949331	-0.00391500710825753
ACPP	0.0274778041872807	-0.060087619410731
ACPT	-0.00323161429480597	-0.00596316133534088
ACR	7.46863266082882e-05	0.00240593955892526
ACRBP	-0.00126718775768509	0.00583347855236563
ACSBG1	-0.0016163596258856	0.00171451576775096
ACSBG2	-0.00873712768601243	0.00704425203069187
ACSF2	0.015842928921458	-0.000305433832609996
ACSF3	-0.00387353921571005	-0.000364176999700811
ACSL1	0.00802566022676118	-0.00536905137201833
ACSL3	0.00473065221918793	-0.00978677959103086
ACSL4	0.00508292296295248	0.00900439210779335
ACSL5	0.0199070061019494	0.000920398906672103
ACSM1	0.0158099121883627	-0.0239985797039314
ACSM2A	-0.00531901761611526	0.00207280896899459
ACSM2B	-0.00517266498812974	0.00239917420498189
ACSM3	0.0157416943238799	-0.0127161991540481
ACSM4	-0.00131793000612179	2.06535581558005e-05
ACSM5	0.00152529996375595	0.00592722375630678
ACSM6	-0.00599610502359077	0.000434790996734484
ACSS1	0.00854451128815887	-0.00774229544874648
ACSS3	0.00520005877425301	-0.000100483839900799
ACTA1	0.00151549889749715	-0.0277250872841137
ACTB	0.00766279926314997	0.000440099781670796
ACTBL2	0.00322393553452298	0.00543375062931593
ACTC1	0.0168507892507848	-0.0453015795975811
ACTG1	0.00152463923156521	0.00195896175349405
ACTL10	-0.00480677934613547	-0.00683372886457027
ACTL7A	-0.00398861488989042	0.00134760069646237
ACTL7B	-0.0072298417419379	0.00322365200252222
ACTL8	-0.0105120064332692	0.004458218419747
ACTL9	-0.00153828169370892	0.000550482371062523
ACTN1	0.00608145150134615	-0.00847680077911847
ACTN2	0.0132581173048756	-0.00625633739921191
ACTN3	-0.00309707604048098	-0.00467575826772969
ACTN4	0.00559882371667516	-0.000339651675078851
ACTR10	-0.000897621365093635	0.000923606732228184
ACTR1A	0.00197329149079196	-0.000271607951176858
ACTR1B	-0.000659067967450523	-0.0017700692567314
ACTR3	0.00213534464425326	0.00269787317194093
ACTR3C	0.00128738031917753	-0.00166548519178198
ACTR6	-0.00369589860245043	0.000448874112444067
ACTR8	-0.00147097442963079	-0.000533866119690124
ACTRT1	-0.00791559715518843	0.00210552564002676
ACTRT2	-0.00181784499996155	0.000455448112938509
ACTRT3	0.0035897954580149	0.000194053309288434
ACVR1C	-0.0135657761454121	0.00686372839663191
ACVR2A	-0.00617719183698395	-0.00210754851575485
ACVR2B	-0.0118652487612661	0.00191390233117425
ACVRL1	0.0127037003730609	0.00826323725345262
ACY1	0.0112647158205005	-0.00917167033659719
ACY3	0.0142581403278237	-0.00276768215882561
ACYP2	0.000938418454267175	-0.00452173265337551
ADA	-0.000452603479963663	0.00620079129618389
ADAD1	-0.00408050772455789	0.00144633268513431
ADAD2	-5.24334830984173e-05	-0.011249786863504
ADAL	-0.00411629513812707	-0.00259250254695811
ADAM10	0.000997666527074609	-0.00150215333332914
ADAM11	-0.0173774927120913	-0.0105285224635252
ADAM15	0.0074116106217801	-0.00332903553011542
ADAM17	0.000459050052921019	0.00810660084161798
ADAM18	-0.000997943480325887	-0.00019403336307274
ADAM19	-0.00292116713550212	0.00634557463889658
ADAM2	-0.00213977294297644	-0.011221219724783
ADAM20	-0.0137121013604489	0.0023223554461505
ADAM21	-0.0121778531963184	0.00259429956538269
ADAM22	-0.0152834140884361	-0.00782820884198434
ADAM23	-0.0150207411039891	0.00417904012599135
ADAM28	-0.00438076072384927	0.00389430217625985
ADAM29	0.000963408254034201	0.0108017632590702
ADAM30	-0.00427888898473705	0.000140606443963295
ADAM32	-0.00931528166654577	-0.00725396737338403
ADAM33	0.00672313398137584	-0.0130395278166829
ADAM7	-0.00123429497517324	-0.0175058036234109
ADAM8	0.00397666850317617	0.00842575604645636
ADAM9	0.00763537344331338	-0.00196230718776772
ADAMDEC1	-0.00978899880602767	0.0146576045435149
ADAMTS10	-0.00137364368035867	-0.000361328682342927
ADAMTS12	-0.00604650148097151	0.0154512123467448
ADAMTS13	-0.00879241235504325	-0.00345295204866606
ADAMTS15	0.00792397332824826	0.00361815814657267
ADAMTS16	-0.00360648422251756	0.015117885546196
ADAMTS17	0.00123459116618185	-0.00237241340844802
ADAMTS19	0.00270448463256091	-0.0109612248930171
ADAMTS2	-0.00618839616036519	0.0116464045992249
ADAMTS20	-0.0141161449689289	0.00681916514373311
ADAMTS3	0.00863400454923493	-0.00560332950622859
ADAMTS4	-0.000966573098582183	0.00725193355396922
ADAMTS5	0.00248901689044899	-0.00936347325977469
ADAMTS6	-0.0110953683222204	0.00851392141302801
ADAMTS7	-0.00293683481098598	0.0112049312883227
ADAMTS9	0.00551450401328371	-0.00365387319305301
ADAMTSL1	-0.0080910278417373	-0.00817598274168095
ADAMTSL2	-0.00404353790538034	0.00999931962861032
ADAMTSL4	0.0113141250492974	0.0115646363747853
ADAMTSL5	0.01632443040572	-0.00865823102524784
ADAP1	0.0112836740799171	0.00488870082809404
ADAP2	0.00371748755540774	0.00989153658849381
ADAR	-0.000629634162344353	0.00136865799649944
ADARB1	0.00480729880600257	-0.000856086048592743
ADARB2	-0.0205621229202219	0.00592467385541741
ADAT1	-0.00222755280248672	0.000375896329956297
ADAT2	-0.00809263294191437	0.00462692934177706
ADAT3	-0.00630912012614924	0.00284157933385705
ADCK1	-0.00162470362885838	-0.00230112479984764
ADCK2	0.00234995167951063	-0.00249091434004657
ADCK5	-0.00764275773007775	0.000426262734638329
ADCY1	-0.0209694870409591	0.000191562650673412
ADCY10	-0.0119715378486442	-0.00534597499076679
ADCY2	-0.0197827514290361	-0.0175575186345857
ADCY3	-0.000993010395311217	0.00123379797079642
ADCY4	0.00593460483366593	0.00266465803024423
ADCY5	-0.00368686792232762	-0.0145775741087676
ADCY7	0.00853740006070455	0.0178337655378743
ADCY8	0.0140148939832236	0.0101330440814193
ADCY9	0.00533564500497054	0.00530152217418228
ADCYAP1R1	0.00766134109999329	-0.00513624090837513
ADD3	0.00411774153994202	-0.0015035201062336
ADGB	0.00728449953306762	0.0162831014478346
ADGRA1	-0.00029757395248127	0.00737483274145728
ADGRA2	0.00820016957843053	-0.0123398883224243
ADGRA3	-0.00496937300507212	-0.00343945462214994
ADGRB1	-0.0153347182744366	0.00287119830699853
ADGRB2	-0.0196208215118613	-0.00198472441988348
ADGRB3	-0.010638009047556	0.00686191417827214
ADGRD2	-0.0215493273063807	-0.00634362641007272
ADGRE1	0.0174629013544551	0.0151057741563244
ADGRE2	0.00616533729429528	0.00837660681044803
ADGRE3	0.0192761428614281	0.0110016213835819
ADGRF1	0.0238125298415475	-0.00352709979737467
ADGRF2	-0.0144625481836537	0.0148164939070395
ADGRF3	-0.00972814811885324	-0.000682344659655246
ADGRF4	-0.00111363417953526	0.00742529989106929
ADGRF5	0.0125915653833992	0.0156272983815668
ADGRG1	0.00227764148043242	-0.00495481535990201
ADGRG2	0.00557860955389462	-0.00755793496659048
ADGRG3	0.00417548229851777	0.00927693900184568
ADGRG4	0.00230253085711886	0.00171962284833788
ADGRG5	0.000893313819412686	0.00699409272683059
ADGRG7	-0.00417690373029963	-0.00274590413318933
ADGRL1	-0.00951548746903979	0.00173088122499347
ADGRL2	0.00729135162017241	-0.00244322257975671
ADGRL3	-0.00841447825999795	0.00496538366289852
ADGRL4	0.00609091388356765	0.00218685738747463
ADGRV1	-0.0123879955653997	0.00953190871271535
ADH1A	0.00601176583533828	0.00860393315726475
ADH1B	0.0199170607114836	0.0191387122389239
ADH5	0.00644923413686422	-0.00475171354691039
ADH6	0.00532948172342312	0.00237080783374884
ADH7	0.0100598296215392	0.00903964133797512
ADHFE1	0.0031740569319324	-0.0095598393844067
ADI1	0.00376066962864889	-0.00723759645837549
ADIG	0.000267226559522885	-0.00273666847914863
ADIPOQ	-0.00500364941363406	0.000242175976798863
ADIPOR1	0.00197258105902872	0.00179405454837551
ADIPOR2	0.00262307014130116	-0.000269347504356673
ADK	0.00390755201411422	0.003003766135954
ADM	-0.00052296630488983	0.00367021982214736
ADM2	-0.00364183523016346	-0.0117252472698528
ADM5	-0.00438385078348197	0.00285828882664684
ADNP2	-0.00484401349566027	0.00187944088940165
ADO	-0.00097946415396195	-0.000665777485165922
ADORA1	-0.0017691538028654	0.0186974629744698
ADORA2A	-0.00350145211075647	0.0136143261515722
ADORA2B	0.0113444566162621	0.00370231512354437
ADORA3	0.0074452610613205	0.00424569744950383
ADPGK	0.00280943835660069	-3.5501864660521e-05
ADPRHL1	-0.00608223803441582	0.00126631474167845
ADPRHL2	0.00104413365782798	0.00123458558169767
ADPRM	0.0034754695563714	-0.00913069871862642
ADRA1B	0.00877422173171464	0.00424918122763043
ADRA2A	-0.00144416698100414	0.00158618200530975
ADRA2B	-0.00497613324330139	-0.0075065985135737
ADRA2C	0.00555068314623318	-0.0131742632599309
ADRB3	0.00773491871744065	-0.00443563756361776
ADRM1	0.00212168292160319	-0.00106142698996494
ADSL	-0.00140510365046853	0.000139694895723505
ADSS	0.00104408621885555	-1.18509419707839e-05
ADSSL1	-0.000788824284633304	-0.00276189095760368
ADTRP	0.0171599903815348	0.0097405082851528
AEBP1	0.0105732835510776	-0.00162445755324526
AEBP2	0.0007722305561336	-0.00122729520731125
AEN	0.000830641448987961	-0.000747293328505801
AES	-0.000979280366930108	-0.00156661518311163
AFAP1L1	0.00358101894684908	0.00684581487442926
AFAP1L2	0.00600760056901724	-0.00908218465207696
AFF1	-0.000235540478965118	-0.00218998211716134
AFF2	0.00698421476512288	0.00215664538801806
AFF3	0.00405159735068681	-0.0145182521599113
AFF4	-0.001938508458606	-0.00228977862736046
AFG3L2	-0.00420416869380331	-2.16898248972335e-05
AFM	-0.0057534619593961	0.000687090273934937
AFMID	-0.000916935475070762	-0.00315843616660095
AFP	-0.00995295246484099	0.00262708917668449
AFTPH	0.000347684856385479	-0.00362519718123165
AGA	0.0081655286371724	-0.00232603029848236
AGAP1	-0.00858267845473717	0.00258662661839946
AGAP2	-0.00260844505568924	0.0116868921118224
AGAP3	-0.00178081843584173	0.000843182412213217
AGAP4	-0.0112486588943072	-0.000965641303425691
AGAP5	-0.00924093146408746	0.00244113089947502
AGAP6	-0.0132491006012273	0.00507991054938284
AGAP9	-0.011556167526595	0.00436640142701648
AGBL1	0.0133057907573051	0.00820132078377052
AGBL2	-0.00397521781269282	0.00553407626138495
AGBL3	-0.00300966392229418	-0.00112334319476303
AGBL4	-0.0237436070612782	0.00895423534169723
AGBL5	-0.00283864878171084	-0.00299470108659137
AGER	0.01626390142328	0.0356446376692479
AGFG2	0.00285701461462039	-0.00532875393171505
AGGF1	-0.00271965622365724	0.000238755393254753
AGL	-0.000906332370865628	-0.00499905238162201
AGMAT	-0.00354329041496817	-0.00293391264747883
AGMO	-0.0240882716806635	0.0129312027480624
AGO1	-0.0058126587250936	-0.000811938221036587
AGO2	-0.0103642486268622	0.00432661241965232
AGO3	-0.00975410340023082	0.00234014525172256
AGO4	-0.00432940853465814	0.00345602637445232
AGPAT1	-0.000545341644420897	-0.000764640021590175
AGPAT2	0.0102052446965526	0.00475917281004177
AGPAT4	-0.00936210333724982	0.00996178045920161
AGPS	-0.00137181732362223	0.00783522643712656
AGR2	0.0295681084683262	-0.0137451462637715
AGR3	0.0218404096014416	0.0208179909292063
AGRN	0.0111995313153596	0.000935200987728871
AGRP	0.0102525697004311	0.0188725113849708
AGT	-0.00305327645117803	-0.00608153800161633
AGTPBP1	-0.00713287745265421	0.00908722767240113
AGTR2	0.0214052871454223	0.0369673109266326
AGXT	-0.0135269519937057	0.00129227291461447
AGXT2	-0.00457125405914731	0.000247391160080112
AHCTF1	-0.00612729690162173	0.000795866725231302
AHCY	0.000156102864214776	-0.00559283651600599
AHCYL1	0.00286774506475577	-0.000963571284528357
AHCYL2	0.0127809066446959	0.00808892028968113
AHDC1	-0.00373902250679577	0.000425194294876458
AHNAK2	0.0166473959263513	-0.01126441116356
AHR	0.0130630108932512	0.00574441214383454
AHRR	-0.0100778159345115	0.00898271793665987
AHSA1	-0.000827484989367664	-0.00232545845775413
AHSA2	-0.013634468438476	0.00411708302553903
AHSG	-0.0174465938224721	0.00566704177718514
AHSP	-0.000366257913796191	0.00483596453235283
AICDA	0.00552100501582053	0.0116966927235887
AIDA	-0.000867886275852813	0.00119821690786855
AIF1	0.0102217121501882	0.0110350798647459
AIF1L	0.000784675337387701	3.30777269462017e-05
AIFM1	0.00044145439990226	-0.00188512510939115
AIFM2	0.0037718709605845	3.95470668645343e-05
AIFM3	-0.00183744340706784	0.000699032381939548
AIG1	0.00332251907761353	-0.00399753260165835
AIM1	0.0125857797400271	-0.0127039562933783
AIM1L	-0.0011190835548259	0.0133113579769998
AIM2	0.00166843613151089	0.0159571594991623
AIMP1	0.000185875816818439	-0.00119577266473334
AIMP2	3.13280036577806e-05	-0.000927368108226453
AIP	0.00272626820466545	-0.000495420832384807
AIPL1	-0.0100163629995575	0.00328837598379704
AIRE	-0.0202808054666632	0.00625383966348516
AJAP1	-0.00760004603346319	-0.00392701013261278
AK1	0.00834147724925742	0.00824742048387175
AK2	-0.00165921636314455	0.002482724839447
AK3	-0.000635790177367861	-0.00175197551138116
AK4	-0.00575161224459632	-0.0159505644323921
AK5	-0.0134572051295305	-0.0151903771677012
AK6	-0.000146949102647957	-0.00269941049336024
AK7	-0.00258158473957646	0.0108217197399039
AK8	0.0104602541780174	-0.00114219846502789
AK9	-0.00996457265179584	0.00374756124866627
AKAP1	-0.00164253727500695	-0.00348166743558157
AKAP10	-0.00104995389825573	-0.000658317344934916
AKAP11	-0.00094355274448403	-0.000520719811243634
AKAP12	0.00257788155204162	-0.0031142128873307
AKAP14	0.00608947613698834	0.0165667498305689
AKAP17A	-0.00909508207411641	0.000455727114436846
AKAP2	0.0096412765265787	0.00773731724763201
AKAP3	0.00219434256629016	-0.00431421712772313
AKAP4	-0.00136544671693302	0.00126307962707972
AKAP5	-0.0116522349097741	0.0129856157364238
AKAP6	-0.00339708716618669	0.00477684967121014
AKAP8L	-0.00894514788996837	-0.000171825920254578
AKAP9	-0.00542583469245004	0.000566467962892525
AKIP1	-0.000329686017970967	0.00155822335648685
AKIRIN1	-0.00159994056158838	0.000784727209560916
AKNA	0.00233485941088862	0.00502986774596033
AKNAD1	-0.00722350594707731	0.001355331062864
AKR1A1	0.000550534456297931	-0.000924552276251467
AKR1B1	0.00471875606198287	0.00351806591983982
AKR1B10	0.00610969107498207	0.00533664174572511
AKR1B15	0.00365308642731544	0.000828908368357273
AKR1C1	0.0153028412935291	0.00897450417258909
AKR1C2	0.0184919442810163	0.00579487962915242
AKR1C3	0.0205502725288114	0.00888847180071646
AKR1C4	-0.00541061331959211	0.00544795847499555
AKR1D1	-0.00437445096948183	-0.000870875656236174
AKR1E2	0.00236494410640885	0.00144036467768526
AKR7A2	0.00118854492832343	-0.00258445521309403
AKR7A3	-0.0168813434919389	0.00587134157416072
AKT1	-0.000253893496913224	-0.00219343430096281
AKT1S1	0.000290690348276502	-0.00275471195284393
AKT2	-0.00518605485211493	-0.00149491108193183
AKT3	-0.00749396941230056	-0.00445529707178291
ALAD	0.00502519792690621	-0.00510868980817272
ALAS1	0.00560616143887924	0.00143764326786725
ALAS2	0.00578481652990715	0.00971325214069437
ALB	-0.0139284763177887	-0.00248635613228817
ALCAM	0.00162453587646018	0.00320794560078419
ALDH16A1	-0.00157134640677995	0.00319126041162144
ALDH18A1	0.0010596538545508	-0.00519091748523529
ALDH1A1	0.0129480158737034	0.00279225543008224
ALDH1A3	0.0155404742879373	-0.0260152219892679
ALDH1B1	0.00388123186641029	-0.0100461463411359
ALDH1L1	0.00997158372241137	-0.0255017526148846
ALDH1L2	-0.00250067604250415	0.000323081227414318
ALDH3A1	0.0224962534938796	0.00383954032486689
ALDH3A2	0.00763170414678862	-0.00344456079906628
ALDH3B1	0.0201407642266211	0.0152552034488325
ALDH3B2	0.0149140767807101	-0.020968181023559
ALDH4A1	0.00867005470710236	-0.0192923091777499
ALDH5A1	-0.00263091433481319	0.000385432677169211
ALDH6A1	0.00464954477860915	-0.0100149155723932
ALDH7A1	0.00521205123459036	-0.00995251953130657
ALDH8A1	-0.0146372331476972	0.00581322095562706
ALDH9A1	0.00430881503144028	-0.0056122194487804
ALDOA	0.00449333084626976	-0.00260819498984739
ALDOB	-0.0073503401017659	0.00763786381812783
ALDOC	-0.000273995130561776	-0.00259381950021627
ALG1	0.00524375505186397	-0.00264308151974203
ALG10	-0.00547381376609563	-0.00140319276826166
ALG10B	0.000429344475413812	-0.00279611147385723
ALG11	-0.00110738674121191	-0.00206654329850249
ALG12	0.00299427468979661	-0.00413286557482682
ALG13	-0.00533598540155039	-0.00140380993565284
ALG14	0.00127591700962481	-0.00239039100921184
ALG1L	-0.00914377977278125	0.00502030429309427
ALG1L2	-0.00389644181233368	0.00442183182573701
ALG2	0.000265588564159124	-0.00316402549537193
ALG3	0.00236227829799407	-0.00212781325554972
ALG5	0.00300482997190828	-0.00162166223198692
ALG8	0.00132251982441669	-0.00273886506843858
ALG9	-0.0037726537182	-0.00024634006489474
ALK	-0.007686984779554	0.00823998190258263
ALKBH1	-0.00317071900715178	0.000113178997479888
ALKBH2	-0.00308826446330532	-0.00262183529567206
ALKBH3	0.00127178933348948	-0.00310772516120311
ALKBH4	-0.000846477556216249	-0.00222507310365998
ALKBH5	0.00108497415714679	-0.00280963021231501
ALKBH8	0.000466436382203657	-1.92842848700957e-05
ALLC	-0.0196796481836713	0.00273478888807844
ALMS1	-0.00979524814212439	0.00158184465351732
ALOX12	-0.00466803612281007	0.00220642369054827
ALOX12B	-0.00215463396283547	-0.00915089497223207
ALOX15	0.01511597992248	0.00933174194921176
ALOX5	0.0138997204303498	0.00886114092605203
ALOX5AP	0.0221633201799277	0.0150756040382044
ALOXE3	0.00407780557820798	-0.00917702069392154
ALPI	-0.00116104521148007	0.000435789195342869
ALPK1	0.00888716199462863	0.00163702217235242
ALPK2	-0.00655491013305993	0.00157372505645867
ALPK3	-0.00135873104679317	0.0120202451322049
ALPL	0.0173934474786517	0.0150086270594508
ALPP	0.0228633740525276	0.025798196713177
ALPPL2	0.0175662414014598	0.0205479680178811
ALS2	-0.00565053521755395	0.0031556247963532
ALS2CL	0.0109124234443236	0.00640491138424642
ALS2CR11	-0.012605435318329	0.00925433406251933
ALS2CR12	-0.00375866865793042	0.0118292473886949
ALX1	-0.0122488444251321	0.000523958123263371
ALX4	-0.0198318359574891	-0.0020970605339775
AMACR	-0.00530032679441303	-0.00736831492600441
AMBN	-0.00539722348668181	0.00205623844238451
AMBP	0.00618467187495116	0.00693878275304732
AMBRA1	-0.000879692863336758	-0.000502821213989236
AMDHD1	-0.000421665397570009	0.010508497401652
AMDHD2	-0.00257720124806651	-0.000138907353807244
AMELX	-0.000785402077166874	-0.00692168243994873
AMELY	0.00243052189730406	-0.00885240011993569
AMER1	-0.00469609638659714	-0.00166050138824271
AMER2	-0.0314454764225543	0.00605320931645058
AMER3	-0.0382744727501099	0.00414890016661341
AMHR2	0.00511882832491008	0.00218876268797331
AMIGO1	0.00405006117847766	-0.00567400099539528
AMIGO2	0.000459750463585919	0.00915860781961133
AMIGO3	-0.00947700177622822	-0.0055583675513051
AMMECR1	-0.0031460144094254	0.00294178444454036
AMMECR1L	-0.000504268447233034	0.000911990971763284
AMN	0.00550948908395584	0.0115885756495944
AMN1	-0.00551745490668276	0.000938346874191317
AMOT	0.000726766126097616	-0.00778564768140307
AMOTL1	-0.00082978246486864	-0.00450041192279458
AMOTL2	0.00866125417945041	-0.000266356478834546
AMPD1	0.00928951236259497	0.00712721239959699
AMPD2	-0.00325061357693329	-0.00141953081579574
AMPD3	-0.00400385895514421	-0.000328588525883791
AMPH	-0.0246921021567994	0.00412333270982801
AMT	-0.000498781723400358	-0.00912681818535292
AMTN	0.00529887221345387	-0.0188775093845594
AMY1A	0.0112078433938087	0.0187069572779887
AMY1B	0.00949259236809976	0.0265806871028353
AMY1C	0.0216747139159523	0.0462113419467415
AMY2A	-0.00476044080378786	0.00367643414789622
AMY2B	-0.00850854983971984	0.00703435328258637
AMZ1	-0.00492066037522036	0.012343795440203
AMZ2	-0.00145122259891423	-0.000298492992398643
ANAPC15	-3.05203396756023e-05	-0.00274632113888953
ANAPC16	0.00438819057077902	-0.00391734438214288
ANGEL1	-0.00413982805757649	0.0030455192742551
ANGEL2	-0.00435210729884111	-7.18300241351701e-05
ANGPT2	-0.0108397166653153	0.006709636998849
ANGPT4	0.0123566961785646	0.00745478108210102
ANGPTL2	0.00565354490940917	-0.000777877678118854
ANGPTL3	-0.0150748708075189	-0.00326561091429269
